Time,ILI_Cases
2012-01-30,
2012-02-06,
2012-02-13,
2012-02-20,
2012-02-27,
2012-03-05,
2012-03-12,
2012-03-19,
2012-03-26,
2012-04-02,
2012-04-09,
2012-04-16,
2012-04-23,
2012-04-30,
2012-05-07,
2012-05-14,
2012-05-21,
2012-05-28,
2012-06-04,
2012-06-11,
2012-06-18,
2012-06-25,
2012-07-02,
2012-07-09,
2012-07-16,
2012-07-23,
2012-07-30,
2012-08-06,
2012-08-13,
2012-08-20,
2012-08-27,
2012-09-03,
2012-09-10,
2012-09-17,
2012-09-24,
2012-10-01,
2012-10-08,
2012-10-15,
2012-10-22,
2012-10-29,
2012-11-05,
2012-11-12,
2012-11-19,
2012-11-26,
2012-12-03,
2012-12-10,
2012-12-17,
2012-12-24,
2012-12-31,
2013-01-07,
2013-01-14,
2013-01-21,
2013-01-28,
2013-02-04,
2013-02-11,
2013-02-18,
2013-02-25,
2013-03-04,
2013-03-11,
2013-03-18,
2013-03-25,
2013-04-01,
2013-04-08,
2013-04-15,
2013-04-22,
2013-04-29,
2013-05-06,
2013-05-13,
2013-05-20,
2013-05-27,
2013-06-03,
2013-06-10,
2013-06-17,
2013-06-24,
2013-07-01,
2013-07-08,
2013-07-15,
2013-07-22,
2013-07-29,
2013-08-05,
2013-08-12,
2013-08-19,
2013-08-26,
2013-09-02,
2013-09-09,
2013-09-16,
2013-09-23,
2013-09-30,
2013-10-07,
2013-10-14,
2013-10-21,
2013-10-28,
2013-11-04,
2013-11-11,
2013-11-18,
2013-11-25,
2013-12-02,
2013-12-09,
2013-12-16,
2013-12-23,
2013-12-30,
2014-01-06,
2014-01-13,
2014-01-20,
2014-01-27,
2014-02-03,
2014-02-10,
2014-02-17,
2014-02-24,
2014-03-03,
2014-03-10,
2014-03-17,
2014-03-24,
2014-03-31,
2014-04-07,
2014-04-14,
2014-04-21,
2014-04-28,
2014-05-05,
2014-05-12,
2014-05-19,
2014-05-26,
2014-06-02,
2014-06-09,
2014-06-16,
2014-06-23,
2014-06-30,
2014-07-07,
2014-07-14,
2014-07-21,
2014-07-28,
2014-08-04,
2014-08-11,
2014-08-18,
2014-08-25,
2014-09-01,
2014-09-08,
2014-09-15,
2014-09-22,
2014-09-29,
2014-10-06,
2014-10-13,
2014-10-20,
2014-10-27,
2014-11-03,
2014-11-10,
2014-11-17,
2014-11-24,
2014-12-01,
2014-12-08,
2014-12-15,
2014-12-22,
2014-12-29,472.0
2015-01-05,493.0
2015-01-12,560.0
2015-01-19,481.0
2015-01-26,448.0
2015-02-02,488.0
2015-02-09,566.0
2015-02-16,431.0
2015-02-23,364.0
2015-03-02,251.0
2015-03-09,293.0
2015-03-16,303.0
2015-03-23,207.0
2015-03-30,234.0
2015-04-06,187.0
2015-04-13,203.0
2015-04-20,131.0
2015-04-27,197.0
2015-05-04,180.0
2015-05-11,194.0
2015-05-18,160.0
2015-05-25,187.0
2015-06-01,179.0
2015-06-08,134.0
2015-06-15,161.0
2015-06-22,143.0
2015-06-29,162.0
2015-07-06,154.0
2015-07-13,165.0
2015-07-20,149.0
2015-07-27,122.0
2015-08-03,135.0
2015-08-10,124.0
2015-08-17,136.0
2015-08-24,159.0
2015-08-31,187.0
2015-09-07,165.0
2015-09-14,158.0
2015-09-21,198.0
2015-09-28,243.0
2015-10-05,223.0
2015-10-12,226.0
2015-10-19,256.0
2015-10-26,280.0
2015-11-02,288.0
2015-11-09,285.0
2015-11-16,303.0
2015-11-23,349.0
2015-11-30,351.0
2015-12-07,275.0
2015-12-14,214.0
2015-12-21,209.0
2015-12-28,
2016-01-04,325.0
2016-01-11,495.0
2016-01-18,730.0
2016-01-25,879.0
2016-02-01,1157.0
2016-02-08,1908.0
2016-02-15,3618.0
2016-02-22,4888.0
2016-02-29,4038.0
2016-03-07,2688.0
2016-03-14,1784.0
2016-03-21,866.0
2016-03-28,801.0
2016-04-04,558.0
2016-04-11,462.0
2016-04-18,440.0
2016-04-25,296.0
2016-05-02,242.0
2016-05-09,225.0
2016-05-16,236.0
2016-05-23,204.0
2016-05-30,145.0
2016-06-06,151.0
2016-06-13,160.0
2016-06-20,170.0
2016-06-27,155.0
2016-07-04,143.0
2016-07-11,158.0
2016-07-18,165.0
2016-07-25,136.0
2016-08-01,125.0
2016-08-08,147.0
2016-08-15,198.0
2016-08-22,181.0
2016-08-29,181.0
2016-09-05,237.0
2016-09-12,190.0
2016-09-19,234.0
2016-09-26,260.0
2016-10-03,230.0
2016-10-10,266.0
2016-10-17,265.0
2016-10-24,339.0
2016-10-31,325.0
2016-11-07,303.0
2016-11-14,302.0
2016-11-21,359.0
2016-11-28,384.0
2016-12-05,386.0
2016-12-12,365.0
2016-12-19,340.0
2016-12-26,342.0
2017-01-02,434.0
2017-01-09,556.0
2017-01-16,650.0
2017-01-23,771.0
2017-01-30,953.0
2017-02-06,1095.0
2017-02-13,1313.0
2017-02-20,1689.0
2017-02-27,1865.0
2017-03-06,1755.0
2017-03-13,1216.0
2017-03-20,1128.0
2017-03-27,1003.0
2017-04-03,775.0
2017-04-10,440.0
2017-04-17,505.0
2017-04-24,367.0
2017-05-01,290.0
2017-05-08,264.0
2017-05-15,285.0
2017-05-22,253.0
2017-05-29,236.0
2017-06-05,188.0
2017-06-12,238.0
2017-06-19,210.0
2017-06-26,251.0
2017-07-03,214.0
2017-07-10,247.0
2017-07-17,214.0
2017-07-24,208.0
2017-07-31,266.0
2017-08-07,238.0
2017-08-14,265.0
2017-08-21,273.0
2017-08-28,306.0
2017-09-04,323.0
2017-09-11,350.0
2017-09-18,347.0
2017-09-25,398.0
2017-10-02,410.0
2017-10-09,477.0
2017-10-16,512.0
2017-10-23,554.0
2017-10-30,512.0
2017-11-06,597.0
2017-11-13,500.0
2017-11-20,586.0
2017-11-27,613.0
2017-12-04,642.0
2017-12-11,766.0
2017-12-18,719.0
2017-12-25,732.0
2018-01-01,854.0
2018-01-08,1173.0
2018-01-15,1411.0
2018-01-22,1525.0
2018-01-29,1203.0
2018-02-05,1192.0
2018-02-12,1058.0
2018-02-19,955.0
2018-02-26,841.0
2018-03-05,811.0
2018-03-12,685.0
2018-03-19,595.0
2018-03-26,416.0
2018-04-02,428.0
2018-04-09,421.0
2018-04-16,397.0
2018-04-23,328.0
2018-04-30,330.0
2018-05-07,274.0
2018-05-14,321.0
2018-05-21,263.0
2018-05-28,279.0
2018-06-04,233.0
2018-06-11,237.0
2018-06-18,275.0
2018-06-25,362.0
2018-07-02,761.0
2018-07-09,862.0
2018-07-16,673.0
2018-07-23,492.0
2018-07-30,329.0
2018-08-06,314.0
2018-08-13,233.0
2018-08-20,272.0
2018-08-27,263.0
2018-09-03,308.0
2018-09-10,378.0
2018-09-17,358.0
2018-09-24,409.0
2018-10-01,537.0
2018-10-08,573.0
2018-10-15,631.0
2018-10-22,656.0
2018-10-29,644.0
2018-11-05,724.0
2018-11-12,660.0
2018-11-19,878.0
2018-11-26,1004.0
2018-12-03,1033.0
2018-12-10,1163.0
2018-12-17,1151.0
2018-12-24,986.0
2018-12-31,1026.0
2019-01-07,1515.0
2019-01-14,1685.0
2019-01-21,1870.0
2019-01-28,1747.0
2019-02-04,1754.0
2019-02-11,1782.0
2019-02-18,1627.0
2019-02-25,1488.0
2019-03-04,1438.0
2019-03-11,1343.0
2019-03-18,1180.0
2019-03-25,1108.0
2019-04-01,1036.0
2019-04-08,839.0
2019-04-15,434.0
2019-04-22,471.0
2019-04-29,321.0
2019-05-06,331.0
2019-05-13,356.0
2019-05-20,368.0
2019-05-27,295.0
2019-06-03,276.0
2019-06-10,276.0
2019-06-17,272.0
2019-06-24,267.0
2019-07-01,247.0
2019-07-08,209.0
2019-07-15,182.0
2019-07-22,157.0
2019-07-29,183.0
2019-08-05,190.0
2019-08-12,172.0
2019-08-19,161.0
2019-08-26,189.0
2019-09-02,236.0
2019-09-09,285.0
2019-09-16,291.0
2019-09-23,338.0
2019-09-30,522.0
2019-10-07,522.0
2019-10-14,635.0
2019-10-21,647.0
2019-10-28,641.0
2019-11-04,721.0
2019-11-11,632.0
2019-11-18,658.0
2019-11-25,725.0
2019-12-02,825.0
2019-12-09,1075.0
2019-12-16,1041.0
2019-12-23,1081.0
2019-12-30,528.0
2020-01-06,1331.0
2020-01-13,1876.0
2020-01-20,2013.0
2020-01-27,1858.0
2020-02-03,1763.0
2020-02-10,1853.0
2020-02-17,1850.0
2020-02-24,1922.0
2020-03-02,1904.0
2020-03-09,2349.0
2020-03-16,3206.0
2020-03-23,4599.0
2020-03-30,5410.0
2020-04-06,6451.0
2020-04-13,6750.0
2020-04-20,7223.0
2020-04-27,8296.0
2020-05-04,9828.0
2020-05-11,12511.0
2020-05-18,15013.0
2020-05-25,17185.0
2020-06-01,19287.0
2020-06-08,20713.0
2020-06-15,23998.0
2020-06-22,26611.0
2020-06-29,28550.0
2020-07-06,27427.0
2020-07-13,27214.0
2020-07-20,27758.0
2020-07-27,25396.0
2020-08-03,23346.0
2020-08-10,23991.0
2020-08-17,23753.0
2020-08-24,23204.0
2020-08-31,25362.0
2020-09-07,21125.0
2020-09-14,20115.0
2020-09-21,22051.0
2020-09-28,22783.0
2020-10-05,23313.0
2020-10-12,24306.0
2020-10-19,28035.0
2020-10-26,25400.0
2020-11-02,28085.0
2020-11-09,28400.0
2020-11-16,32193.0
2020-11-23,34650.0
2020-11-30,39354.0
2020-12-07,39446.0
2020-12-14,38462.0
2020-12-21,34997.0
2020-12-28,41394.0
2021-01-04,48764.0
2021-01-11,49188.0
2021-01-18,47751.0
2021-01-25,37417.0
2021-02-01,32305.0
2021-02-08,28548.0
2021-02-15,27292.0
2021-02-22,25164.0
2021-03-01,26508.0
2021-03-08,23004.0
2021-03-15,23612.0
2021-03-22,21918.0
2021-03-29,18003.0
2021-04-05,23193.0
2021-04-12,20388.0
2021-04-19,19891.0
2021-04-26,18723.0
2021-05-03,18135.0
2021-05-10,18161.0
2021-05-17,18877.0
2021-05-24,16686.0
2021-05-31,18125.0
2021-06-07,18575.0
2021-06-14,20866.0
2021-06-21,23075.0
2021-06-28,27195.0
2021-07-05,34236.0
2021-07-12,43150.0
2021-07-19,52988.0
2021-07-26,56198.0
2021-08-02,55194.0
2021-08-09,55692.0
2021-08-16,49144.0
2021-08-23,42549.0
2021-08-30,36871.0
2021-09-06,34157.0
2021-09-13,29056.0
2021-09-20,31509.0
2021-09-27,27019.0
2021-10-04,25773.0
2021-10-11,24324.0
2021-10-18,24233.0
2021-10-25,20019.0
2021-11-01,21320.0
2021-11-08,19696.0
2021-11-15,21334.0
2021-11-22,18935.0
2021-11-29,20696.0
2021-12-06,18820.0
2021-12-13,17084.0
2021-12-20,21589.0
2021-12-27,34750.0
2022-01-03,105725.0
2022-01-10,126619.0
2022-01-17,100321.0
2022-01-24,67409.0
2022-01-31,45165.0
2022-02-07,29089.0
2022-02-14,23859.0
2022-02-21,18335.0
2022-02-28,17453.0
2022-03-07,14231.0
2022-03-14,12519.0
2022-03-21,13013.0
2022-03-28,12646.0
2022-04-04,10336.0
2022-04-11,7561.0
2022-04-18,8825.0
2022-04-25,8354.0
2022-05-02,8679.0
2022-05-09,9400.0
2022-05-16,11823.0
2022-05-23,12634.0
2022-05-30,15222.0
2022-06-06,19881.0
2022-06-13,24737.0
2022-06-20,37687.0
2022-06-27,50073.0
2022-07-04,58671.0
2022-07-11,58220.0
2022-07-18,48569.0
2022-07-25,34979.0
2022-08-01,27710.0
2022-08-08,20812.0
2022-08-15,17138.0
2022-08-22,14670.0
2022-08-29,15225.0
2022-09-05,17184.0
2022-09-12,14001.0
2022-09-19,16071.0
2022-09-26,13098.0
2022-10-03,11856.0
2022-10-10,11122.0
2022-10-17,10157.0
2022-10-24,9280.0
2022-10-31,10671.0
2022-11-07,11222.0
2022-11-14,10984.0
2022-11-21,12605.0
2022-11-28,13830.0
2022-12-05,15050.0
2022-12-12,15470.0
2022-12-19,14344.0
2023-01-02,17991.0
2023-01-09,16442.0
2023-01-16,15810.0
2023-01-23,14721.0
2023-01-30,13158.0
2023-02-06,13670.0
2023-02-13,13453.0
2023-02-20,12983.0
2023-02-27,12776.0
2023-03-06,12157.0
2023-03-13,10257.0
2023-03-20,10667.0
2023-03-27,9474.0
2023-04-03,6717.0
2023-04-10,8022.0
2023-04-17,8073.0
2023-04-24,7691.0
2023-05-01,7930.0
2023-05-08,7223.0
2023-05-15,7276.0
2023-05-22,6007.0
2023-05-29,4714.0
2023-06-05,4042.0
2023-06-12,3705.0
2023-06-19,3487.0
2023-06-26,3065.0
2023-07-03,3045.0
2023-07-10,2913.0
2023-07-17,3024.0
2023-07-24,2954.0
2023-07-31,3600.0
2023-08-07,3791.0
2023-08-14,4044.0
2023-08-21,4574.0
2023-08-28,5245.0
2023-09-04,5943.0
2023-09-11,5913.0
2023-09-18,5268.0
2023-09-25,4092.0
2023-10-02,2997.0
2023-10-09,2731.0
2023-10-16,3108.0
2023-10-23,2786.0
2023-10-30,2653.0
2023-11-06,2874.0
2023-11-13,2333.0
2023-11-20,2797.0
2023-11-27,2992.0
2023-12-04,2741.0
2023-12-11,2598.0
2023-12-18,2280.0
2023-12-25,634.0
2024-01-01,2609.0
2024-01-08,3153.0
2024-01-15,4620.0
2024-01-22,4847.0
2024-01-29,4573.0
2024-02-05,4738.0
2024-02-12,4244.0
2024-02-19,4215.0
2024-02-26,3923.0
2024-03-04,3235.0
2024-03-11,2617.0
2024-03-18,2078.0
2024-03-25,1450.0
2024-04-01,1919.0
2024-04-08,1746.0
2024-04-15,1359.0
2024-04-22,1249.0
2024-04-29,1197.0
2024-05-06,1233.0
2024-05-13,1291.0
2024-05-20,1207.0
2024-05-27,1110.0
2024-06-03,1085.0
2024-06-10,1221.0
2024-06-17,1197.0
2024-06-24,1244.0
2024-07-01,1474.0
2024-07-08,2028.0
2024-07-15,3385.0
2024-07-22,3459.0
2024-07-29,2765.0
2024-08-05,2588.0
2024-08-12,2084.0
2024-08-19,1893.0
2024-08-26,1797.0
2024-09-02,1772.0
2024-09-09,1853.0
2024-09-16,1764.0
2024-09-23,1461.0
2024-09-30,1472.0
2024-10-07,1421.0
2024-10-14,1402.0
2024-10-21,1282.0
2024-10-28,1260.0
2024-11-04,1584.0
2024-11-11,1634.0
2024-11-18,1842.0
2024-11-25,1970.0
2024-12-02,1995.0
2024-12-09,1916.0
2024-12-16,1350.0
2024-12-23,1.0
2024-12-30,1793.0
2025-01-06,2564.0
2025-01-13,2482.0
2025-01-20,3011.0
2025-01-27,2741.0
2025-02-03,2726.0
2025-02-10,3126.0
2025-02-17,2938.0
2025-02-24,2889.0
2025-03-03,2940.0
2025-03-10,2495.0
2025-03-17,2582.0
2025-03-24,2378.0
2025-03-31,2557.0
2025-04-07,2740.0
2025-04-14,1841.0
2025-04-21,2053.0
2025-04-28,1313.0
2025-05-05,1434.0
2025-05-12,1652.0
2025-05-19,1609.0
2025-05-26,1608.0
2025-06-02,1663.0
2025-06-09,1633.0
2025-06-16,1462.0
2025-06-23,1395.0
2025-06-30,1298.0
2025-07-07,1357.0
2025-07-14,1075.0
2025-07-21,1072.0
2025-07-28,1015.0
2025-08-04,849.0
2025-08-11,968.0
2025-08-18,1002.0
2025-08-25,989.0
2025-09-01,1231.0
2025-09-08,1223.0
2025-09-15,1645.0
2025-09-22,1912.0
2025-09-29,2001.0
2025-10-06,2021.0
2025-10-13,2031.0
2025-10-20,1774.0
2025-10-27,1633.0
2025-11-03,1634.0
2025-11-10,1524.0
2025-11-17,1640.0
2025-11-24,1693.0
2025-12-01,1914.0
2025-12-08,1349.0
